Model;Make;Model;VehicleClass;EngineSize;Cylinders;Transmission;Fuel;FuelConsumption;CO2 Emissions;CO2;Smog
2021;Ram;1500 Classic 4X4;Pickup truck: Standard;5.7;8;A8;X;16.2;330;3;3
2021;Ram;ProMaster City;Special purpose vehicle;2.4;4;A9;X;11.2;232;5;6
2021;Rolls-Royce;Cullinan;Station wagon: Mid-size;6.7;12;AS8;Z;20.1;386;1;3
2021;Rolls-Royce;Cullinan Black Badge;Station wagon: Mid-size;6.7;12;AS8;Z;20.1;386;1;3
2021;Rolls-Royce;Dawn;Compact;6.6;12;AS8;Z;20.7;408;1;3
2021;Rolls-Royce;Dawn Black Badge;Compact;6.6;12;AS8;Z;20.7;408;1;3
2021;Rolls-Royce;Ghost;Full-size;6.7;12;AS8;Z;19.9;387;1;3
2021;Rolls-Royce;Ghost EWB;Full-size;6.7;12;AS8;Z;19.9;387;1;3
2021;Rolls-Royce;Phantom;Full-size;6.7;12;AS8;Z;20.0;382;1;3
2021;Rolls-Royce;Phantom EWB;Full-size;6.7;12;AS8;Z;20.0;382;1;3
2021;Rolls-Royce;Wraith;Mid-size;6.6;12;AS8;Z;19.6;387;1;3
2021;Rolls-Royce;Wraith Black Badge;Mid-size;6.6;12;AS8;Z;19.6;387;1;3
2021;Subaru;Ascent AWD;SUV: Standard;2.4;4;AV8;X;11.6;244;5;3
2021;Subaru;Crosstrek AWD;SUV: Small;2.0;4;AV8;X;8.5;185;6;6
2021;Subaru;Crosstrek AWD;SUV: Small;2.0;4;M6;X;10.5;220;5;6
2021;Subaru;Crosstrek AWD;SUV: Small;2.5;4;AV8;X;8.8;188;6;6
2021;Subaru;Forester AWD;SUV: Small;2.5;4;AV7;X;9.0;192;6;6
2021;Subaru;Impreza 4-Door AWD;Mid-size;2.0;4;AV7;X;8.3;174;7;6
2021;Subaru;Impreza 4-Door AWD;Mid-size;2.0;4;M5;X;10.1;210;5;6
2021;Subaru;Impreza 5-Door AWD;Station wagon: Small;2.0;4;AV7;X;8.4;178;7;6
2021;Subaru;Impreza 5-Door AWD;Station wagon: Small;2.0;4;M5;X;10.1;211;5;6
2021;Subaru;Legacy AWD;Full-size;2.4;4;AV8;X;9.9;205;6;3
2021;Subaru;Legacy AWD;Full-size;2.5;4;AV8;X;8.9;184;6;6
2021;Subaru;Outback AWD;SUV: Small;2.4;4;AV8;X;10.1;213;5;3
2021;Subaru;Outback AWD;SUV: Small;2.5;4;AV8;X;9.0;192;6;6
2021;Subaru;WRX AWD;Compact;2.0;4;AV8;Z;12.9;269;4;1
2021;Subaru;WRX AWD;Compact;2.0;4;M6;Z;11.7;243;5;1
2021;Subaru;WRX STI AWD;Compact;2.5;4;M6;Z;14.4;301;3;1
2021;Toyota;4Runner 4WD;SUV: Standard;4.0;6;AS5;X;14.8;321;3;5
2021;Toyota;4Runner 4WD (Part-Time 4WD);SUV: Standard;4.0;6;AS5;X;14.8;321;3;5
2021;Toyota;Avalon;Mid-size;3.5;6;AS8;X;10.9;221;5;5
2021;Toyota;Avalon AWD;Mid-size;2.5;4;AS8;X;9.5;197;6;6
2021;Toyota;C-HR;Compact;2.0;4;AS7;X;8.7;189;6;3
2021;Toyota;Camry LE/SE;Mid-size;2.5;4;AS8;X;8.5;173;7;7
2021;Toyota;Camry XLE/XSE;Mid-size;2.5;4;AS8;X;8.6;177;7;7
2021;Toyota;Camry;Mid-size;3.5;6;AS8;X;10.5;210;5;5
2021;Toyota;Camry XSE;Mid-size;3.5;6;AS8;X;10.7;215;5;5
2021;Toyota;Camry TRD;Mid-size;3.5;6;AS8;X;10.8;220;5;5
2021;Toyota;Camry AWD LE/SE;Mid-size;2.5;4;AS8;X;9.3;190;6;6
2021;Toyota;Camry AWD XLE/XSE;Mid-size;2.5;4;AS8;X;9.5;197;6;6
2021;Toyota;Camry Hybrid LE;Mid-size;2.5;4;AV;X;4.9;113;9;7
2021;Toyota;Camry Hybrid SE/XLE/XSE;Mid-size;2.5;4;AV;X;5.3;121;9;7
2021;Toyota;Corolla;Compact;1.8;4;AV;X;7.9;165;7;5
2021;Toyota;Corolla XLE;Compact;1.8;4;AV;X;8.1;170;7;5
2021;Toyota;Corolla;Compact;1.8;4;M6;X;8.0;165;7;5
2021;Toyota;Corolla;Compact;2.0;4;AV10;X;7.6;159;7;7
2021;Toyota;Corolla XSE;Compact;2.0;4;AV10;X;7.7;164;7;7
2021;Toyota;Corolla;Compact;2.0;4;M6;X;8.2;173;7;7
2021;Toyota;Corolla Apex Edition;Compact;2.0;4;AV10;X;7.7;164;7;7
2021;Toyota;Corolla Apex Edition;Compact;2.0;4;M6;X;8.4;178;7;7
2021;Toyota;Corolla Hatchback;Compact;2.0;4;AV10;X;7.5;158;7;7
2021;Toyota;Corolla Hatchback;Compact;2.0;4;M6;X;8.4;179;7;7
2021;Toyota;Corolla Hybrid;Compact;1.8;4;AV;X;4.4;106;9;7
2021;Toyota;GR Supra 2.0;Two-seater;2.0;4;AS8;Z;9.4;197;6;7
2021;Toyota;GR Supra 3.0;Two-seater;3.0;6;AS8;Z;10.6;218;5;5
2021;Toyota;Highlander;SUV: Small;3.5;6;AS8;X;11.9;240;5;5
2021;Toyota;Highlander AWD;SUV: Small;3.5;6;AS8;X;11.8;241;5;5
2021;Toyota;Highlander Hybrid AWD;SUV: Standard;2.5;4;AV;X;6.7;158;7;7
2021;Toyota;Highlander Hybrid AWD Limited/Platinum;SUV: Standard;2.5;4;AV;X;6.6;156;7;7
2021;Toyota;Prius;Mid-size;1.8;4;AV;X;4.4;106;9;7
2021;Toyota;Prius AWD;Mid-size;1.8;4;AV;X;4.6;111;9;7
2021;Toyota;RAV4;SUV: Small;2.5;4;AS8;X;8.8;184;6;6
2021;Toyota;RAV4 (Stop/Start);SUV: Small;2.5;4;AS8;X;8.5;180;7;6
2021;Toyota;RAV4 AWD;SUV: Small;2.5;4;AS8;X;9.4;195;6;6
2021;Toyota;RAV4 AWD (Stop/Start);SUV: Small;2.5;4;AS8;X;8.8;187;6;6
2021;Toyota;RAV4 AWD LE;SUV: Small;2.5;4;AS8;X;8.7;184;6;6
2021;Toyota;RAV4 AWD TRD Off-Road;SUV: Small;2.5;4;AS8;X;9.5;200;6;6
2021;Toyota;RAV4 Hybrid AWD;SUV: Small;2.5;4;AV;X;5.8;140;8;7
2021;Toyota;Sequoia 4WD;SUV: Standard;5.7;8;AS6;X;18.5;384;1;5
2021;Toyota;Sienna;Minivan;2.5;4;AV;X;6.6;153;8;7
2021;Toyota;Sienna AWD;Minivan;2.5;4;AV;X;6.8;157;7;7
2021;Toyota;Tacoma 4WD;Pickup truck: Small;3.5;6;AS6;X;13.0;278;4;5
2021;Toyota;Tacoma 4WD;Pickup truck: Small;3.5;6;M6;X;13.8;299;3;5
2021;Toyota;Tacoma 4WD D-Cab TRD Off-Road/PRO;Pickup truck: Small;3.5;6;M6;X;13.8;300;3;5
2021;Toyota;Tundra;Pickup truck: Standard;5.7;8;AS6;X;17.7;371;2;5
2021;Toyota;Tundra 4WD;Pickup truck: Standard;5.7;8;AS6;X;18.0;382;1;5
2021;Toyota;Venza AWD;SUV: Small;2.5;4;AV;X;5.9;141;8;7
2021;Volkswagen;Arteon 4MOTION;Full-size;2.0;4;AS8;Z;11.6;230;5;3
2021;Volkswagen;Atlas 4MOTION;SUV: Small;2.0;4;AS8;X;11.7;256;4;3
2021;Volkswagen;Atlas 4MOTION;SUV: Standard;3.6;6;AS8;X;14.6;301;3;5
2021;Volkswagen;Atlas Cross Sport 4MOTION;SUV: Small;2.0;4;AS8;X;11.7;257;4;3
2021;Volkswagen;Atlas Cross Sport 4MOTION;SUV: Small;3.6;6;AS8;X;13.8;289;3;5
2021;Volkswagen;Golf;Compact;1.4;4;AS8;X;8.2;174;7;7
2021;Volkswagen;Golf;Compact;1.4;4;M6;X;8.0;166;7;7
2021;Volkswagen;Golf GTI;Compact;2.0;4;AM7;X;9.7;201;6;7
2021;Volkswagen;Golf GTI;Compact;2.0;4;M6;X;10.1;213;5;7
2021;Volkswagen;Jetta;Compact;1.4;4;AS8;X;8.0;165;7;7
2021;Volkswagen;Jetta;Compact;1.4;4;M6;X;7.9;162;7;7
2021;Volkswagen;Jetta GLI;Compact;2.0;4;AM7;X;9.7;195;6;7
2021;Volkswagen;Jetta GLI;Compact;2.0;4;M6;X;9.7;198;6;7
2021;Volkswagen;Passat;Mid-size;2.0;4;AS6;X;9.8;195;6;7
2021;Volkswagen;Tiguan;SUV: Small;2.0;4;AS8;X;10.4;219;5;7
2021;Volkswagen;Tiguan 4MOTION;SUV: Small;2.0;4;AS8;X;11.0;232;5;7
2021;Volvo;S60 T5;Compact;2.0;4;AS8;Z;10.0;200;6;5
2021;Volvo;S60 T5 AWD;Compact;2.0;4;AS8;Z;10.8;215;5;5
2021;Volvo;S60 T6 AWD;Compact;2.0;4;AS8;Z;11.0;219;5;7
2021;Volvo;S90 T6 AWD;Mid-size;2.0;4;AS8;Z;11.3;224;5;7
2021;Volvo;V60 T5;Station wagon: Small;2.0;4;AS8;Z;10.0;200;6;5
2021;Volvo;V60 T6 AWD;Station wagon: Small;2.0;4;AS8;Z;11.3;224;5;7
2021;Volvo;V60 CC T5 AWD;Station wagon: Small;2.0;4;AS8;Z;10.8;220;5;5
2021;Volvo;XC40 T4 AWD;SUV: Small;2.0;4;AS8;X;10.7;217;5;5
2021;Volvo;XC40 T5 AWD;SUV: Small;2.0;4;AS8;Z;10.7;219;5;5
2021;Volvo;XC60 T5 AWD;SUV: Small;2.0;4;AS8;Z;11.1;230;5;5
2021;Volvo;XC60 T6 AWD;SUV: Small;2.0;4;AS8;Z;11.7;240;5;7
2021;Volvo;XC90 T5 AWD;SUV: Standard;2.0;4;AS8;Z;11.5;236;5;5
2021;Volvo;XC90 T6 AWD;SUV: Standard;2.0;4;AS8;Z;12.1;245;5;7
;;;;;;;;;;;
Understanding the table;;;;;;;;;;;
Model;4WD/4X4 = Four-wheel drive;;;;;;;;;;
;AWD = All-wheel drive;;;;;;;;;;
;FFV = Flexible-fuel vehicle;;;;;;;;;;
;SWB = Short wheelbase;;;;;;;;;;
;LWB = Long wheelbase;;;;;;;;;;
;EWB = Extended wheelbase;;;;;;;;;;
Transmission;A = automatic;;;;;;;;;;
;AM = automated manual;;;;;;;;;;
;AS = automatic with select shift;;;;;;;;;;
;AV = continuously variable;;;;;;;;;;
;M = manual;;;;;;;;;;
;3 – 10 = Number of gears;;;;;;;;;;
Fuel type;X = regular gasoline;;;;;;;;;;
;Z = premium gasoline;;;;;;;;;;
;D = diesel;;;;;;;;;;
;E = ethanol (E85);;;;;;;;;;
;N = natural gas;;;;;;;;;;
Fuel consumption;City and highway fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) - the combined rating (55% city, 45% hwy) is shown in L/100 km and in miles per imperial gallon (mpg);;;;;;;;;;
CO2 emissions;the tailpipe emissions of carbon dioxide (in grams per kilometre) for combined city and highway driving;;;;;;;;;;
CO2 rating;the tailpipe emissions of carbon dioxide rated on a scale from 1 (worst) to 10 (best);;;;;;;;;;
Smog rating;the tailpipe emissions of smog-forming pollutants rated on a scale from 1 (worst) to 10 (best);;;;;;;;;;
